6.1859,6.433,6.582,6.4562,7.0553,6.6147,5.8728,6.4424,6.9566,6.0626,6.3215,6.4729,6.2264,6.5414,6.433,5.3752,5.9429
8.0498,7.9542,8.7245,8.4512,8.1997,8.3575,8.3399,7.9722,7.841,7.8329,7.7243,7.9336,8.2408,7.9747,8.1317,7.696,8.1909
4.7549,4.6554,3.2172,3.9449,3.2403,4.4195,3.7761,4.2758,3.0404,4.0384,3.812,4.2001,4.0705,4.3508,4.3192,3.2982,4.2885
-11.31,-7.3929,-14.568,-11.881,-6.2355,-9.405,-9.1596,5.2478,5.6037,5.2545,5.5717,5.2398,5.6373,5.2254,5.5137,6.6319,5.2834
-8.8653,-9.1245,-9.1781,-11.132,-6.6471,-6.9725,-10.69,-5.5058,-6.5088,-4.5434,-4.3561,-6.6467,-3.8573,-5.7011,-4.4037,-2.9763,-4.3746
-7.6266,-7.4198,-10.823,-6.5873,-7.94,-10.022,-8.4248,-3.3756,-2.6487,-3.3538,-2.5878,-3.212,-4.4288,-5.2706,-5.5523,-5.1694,-5.182
5.4562,5.3434,5.354,5.5699,5.3327,5.4692,5.0575,5.9715,5.272,5.4508,5.6147,5.3868,5.7339,5.305,5.4988,6.1833,5.8533
-0.49005,-0.50431,-0.96861,-0.76121,-1.9828,-0.48399,-0.52492,-0.7836,0.50327,-1.2248,-1.1473,0.12526,-0.40951,-1.0197,-1.1032,-0.68791,-0.24587
7.7879,7.8455,8.4221,8.585,8.6546,8.4136,8.2621,7.8885,8.799,8.1951,7.9492,8.2869,7.8761,8.1686,7.8,7.4409,7.3875
-6.5328,-6.4297,-9.0097,-5.7879,-2.8997,-4.2877,-2.8783,-6.4945,-6.3602,-6.7451,-2.5688,-3.1854,-9.4744,-10.831,-9.8937,-1.0412,-10.074
4.1538,3.991,3.7655,3.406,4.1938,3.3785,3.8176,3.5013,2.3014,3.8386,3.8762,3.3673,3.7195,3.767,3.7593,3.3767,3.2304
7.7879,7.8455,8.4221,8.585,8.6546,8.4136,8.2621,7.8885,8.799,8.1951,7.9492,8.2869,7.8761,8.1686,7.8,7.4409,7.3875
-6.5328,-6.4297,-9.0097,-5.7879,-2.8997,-4.2877,-2.8783,-6.4945,-6.3602,-6.7451,-2.5688,-3.1854,-9.4744,-10.831,-9.8937,-1.0412,-10.074
-5.1792,-4.9302,-9.3445,-8.2843,-8.7205,-9.9147,-8.1266,-8.2193,-7.0203,-5.8253,-6.7036,-8.3953,-15.196,-11.014,-5.1301,-8.8562,-11.312
4.0618,4.5789,3.8379,3.6088,3.6323,3.3923,3.5484,4.645,3.7103,4.5056,4.496,4.1433,4.754,5.4516,4.7882,3.0507,4.5456
-2.8365,-2.776,-4.4454,-4.2216,-4.2849,-4.6584,-4.2082,-3.4812,-5.9669,-2.993,-3.897,-6.0531,-4.2148,-4.715,-3.8294,-1.5959,-4.8528
3.797,4.1859,3.797,3.3785,3.9069,3.511,3.2188,3.8579,3.6583,4.0971,4.0298,4.4387,4.0652,4.6436,3.8448,3.4975,2.9604
-1.9105,-1.5105,-1.2758,-1.486,-3.508,-2.7959,-1.2828,-0.15363,-1.7341,0.1961,0.44927,-0.45511,-0.33828,-0.57309,-1.0481,-6.1018,-0.55404
-5.5328,-5.9931,-4.9434,-10.559,-5.1897,-11.624,-6.9005,-1.8458,-1.9444,-0.13967,0.64341,-2.7538,0.1719,-0.57554,-0.031918,-0.29299,-0.38942
-1.9051,-2.5063,-2.3584,-3.4933,-1.9214,-2.5821,-2.7859,-1.3371,-1.696,-0.51771,-0.52351,-0.95907,-1.0281,-2.4575,-1.1275,-1.5882,-0.99957
-12.78,-11.314,-10.452,-6.3689,-10.342,-10.685,-8.8637,1.8172,1.3919,1.699,1.498,1.992,1.6537,1.7614,1.6109,1.9888,1.7513
3.7442,3.8679,3.3363,3.0618,3.7866,3.2434,3.5236,4.186,3.6071,4.2028,4.0339,4.1212,4.0978,4.3123,3.7899,4.7348,4.3374
-6.1482,-6.4297,-4.3248,-8.9586,-4.5262,-8.4447,-9.0939,-7.7958,-7.4321,-8.0629,-6.2245,-8.9159,-7.8073,-8.0815,-11.012,-6.6215,-10.647
-3.4081,-5.0685,-9.4198,-2.9658,-4.8242,-3.4644,-2.816,-2.9682,-3.0645,-3.4018,-3.5017,-3.4187,-2.9222,-3.3886,-2.9543,-1.9004,-3.0442
-2.2723,-2.6171,-1.3292,-1.9714,-2.6349,-1.5522,-2.114,-2.9035,-5.8053,-4.5845,-4.9049,-5.0268,-6.445,-3.7884,-5.433,-5.5511,-4.7011
-5.9479,-5.8448,-10.422,-9.0451,-7.0398,-8.0078,-11.122,-8.1771,-7.2771,-10.886,-7.7707,-6.578,-8.4545,-9.0292,-6.7629,-9.2033,-12.47
