-2.038,-2.8296,-1.765,-2.2923,-3.8845,-2.2213,-2.0042,-7.3641,-8.0011,-7.4455,-7.6815,-7.1963,-8.0021,-7.5894,-7.7005,-6.7854,-7.4358
-2.2582,-2.7533,-2.2069,-2.6422,-3.4682,-2.2995,-2.8512,-7.681,-7.6828,-8.0419,-7.9086,-7.4272,-8.876,-7.8205,-8.2156,-7.9347,-8.5194
-2.8011,-3.1843,-0.67024,-1.9769,-2.1528,-2.2481,-2.0699,-6.8166,-5.69,-6.9881,-6.7413,-6.5651,-7.3684,-7.0036,-7.1666,-6.2721,-7.3357
-1.3273,-4.6412,1.1889,-0.77374,-5.3191,-3.5045,-3.1684,-12.267,-12.487,-11.763,-12.106,-12.479,-11.711,-12.105,-12.15,-13.11,-11.67
-3.7721,-2.9095,-4.2008,-1.5232,-4.9075,-5.9371,-1.6376,-1.5137,-0.37474,-1.9651,-2.1777,-0.59254,-2.2159,-1.1785,-2.2326,-3.502,-2.0119
-5.0108,-4.6142,-2.5559,-6.0679,-3.6146,-2.8878,-3.9032,-3.6439,-4.2348,-3.1547,-3.9461,-4.0273,-1.6444,-1.609,-1.084,-1.3089,-1.2045
-0.08915,0.02359,0.01297,-0.20286,0.03429,-0.10223,0.30955,-0.6045,0.09499,-0.08376,-0.24769,-0.01981,-0.36685,0.06195,-0.13183,-0.81627,-0.48628
-0.29248,-0.26238,0.16661,-0.021779,1.2287,-0.30569,-0.24949,0.14858,-1.1347,0.6032,0.52504,-0.76605,-0.20066,0.38837,0.47821,0.067103,-0.37253
0.51352,0.42252,-0.079578,-0.28256,-0.41318,-0.097142,0.022194,0.10181,-0.81618,-0.23306,0.014183,-0.28442,0.06176,-0.18607,0.16904,0.51942,0.56774
1.0699,0.85123,3.6888,0.32831,-2.7706,-1.1231,-2.6439,-0.044373,-0.20469,0.10836,-4.063,-3.3114,2.7544,4.2657,3.2815,-5.6013,3.4143
-0.36264,-0.22967,0.062356,0.38605,-0.45623,0.42613,-0.041779,0.011633,1.2048,-0.35098,-0.38729,0.15655,-0.2534,-0.26094,-0.26529,0.10947,0.25119
0.51352,0.42251,-0.079579,-0.28256,-0.41319,-0.097143,0.022193,0.10181,-0.81618,-0.23306,0.014183,-0.28442,0.061761,-0.18607,0.16904,0.51942,0.56774
1.0699,0.85123,3.6888,0.32831,-2.7706,-1.1231,-2.6439,-0.044372,-0.20469,0.10837,-4.063,-3.3114,2.7544,4.2657,3.2815,-5.6013,3.4143
-2.5555,-2.9107,1.7403,0.55268,0.79525,2.2279,0.33749,-0.50414,-1.727,-2.988,-2.1052,-0.28943,6.3064,2.2663,-3.6607,0.037588,2.4768
-0.26695,-0.72209,-0.11931,0.1842,0.27385,0.37455,0.2782,-0.27276,0.6759,-0.080843,-0.073882,0.2063,-0.28451,-1.065,-0.37654,1.3772,-0.10835
-1.1455,-1.2194,0.47964,0.23997,0.27904,0.68231,0.21939,-0.62441,1.8582,-1.1239,-0.21934,1.9523,0.088304,0.60629,-0.28464,-2.5216,0.73328
-0.10863,-0.47576,-0.13533,0.30923,-0.17952,0.16762,0.48074,0.032791,0.23732,-0.18798,-0.12164,-0.55596,-0.1404,-0.74786,0.059659,0.41264,0.95309
-0.014128,-0.32832,-0.75433,-0.44114,1.7374,0.83252,-0.59781,-0.97168,0.62815,-1.2487,-1.5055,-0.70146,-0.65239,-0.5323,-0.022671,5.0535,-0.48121
-0.56043,0.31904,-1.6649,4.4537,-0.1513,5.3421,1.0222,-0.34462,-0.15155,-1.6957,-2.4964,0.41075,-1.7049,-1.5176,-1.8923,-1.5214,-1.3612
-0.64141,0.094085,-0.35299,0.94286,-0.38422,-0.024946,0.30822,0.040407,0.42957,-0.66532,-0.66517,-0.38653,-0.058122,1.192,-0.084024,0.41194,-0.15633
6.5121,5.4701,3.6628,0.088449,4.8355,4.2253,2.8133,-4.1365,-3.6156,-3.6592,-3.476,-4.4658,-3.3078,-3.9823,-3.6609,-3.9276,-3.6257
-0.26461,-0.32041,0.059791,0.41578,-0.18512,0.20556,-0.009164,-0.073946,0.52036,-0.03319,0.13293,-0.033847,0.12083,-0.18444,0.36533,-0.56178,-0.15408
-0.70394,-0.56194,-2.3558,2.1106,-2.5764,1.6556,2.1703,-0.35573,-0.75084,-0.20682,-2.0394,0.81519,-0.56311,-0.10245,2.7714,-1.6552,2.3487
-1.2651,0.56344,4.54,-1.7124,0.45268,-1.2847,-1.771,-0.13968,-0.0054518,0.43632,0.52919,0.24959,0.078015,0.31976,-0.046801,-1.0567,0.11272
0.31215,0.35559,-0.26073,0.020113,0.13398,-0.27213,-0.00064198,-1.8621,0.97178,-0.43627,-0.10318,0.37097,1.2068,-1.0471,0.47609,0.51525,-0.38062
-2.2663,-2.4131,2.262,0.83229,-1.2528,-0.18664,2.8857,-0.44414,-1.354,2.2276,-0.88576,-2.0274,-0.23529,0.39783,-1.8861,0.54282,3.8031
